taxon;taxonid;taxon_group;tax_orig;tax_origid;tax_orig_taal;tax_canon
Protoblastenia;TX2009083118133646;LI;Protoblastenia;TX2009083118133646;Sci;Protoblastenia
Protoblastenia calva (Dickson) Zahlbr.;TX2009083118133446;LI;Protoblastenia calva (Dickson) Zahlbr.;TX2009083118133446;Sci;Protoblastenia calva
Protoblastenia rupestris (Scop.) J. Steiner;INBSYS0000058000;LI;rode kalksteenkorst;TI2025042200004389;nl;Protoblastenia rupestris
Protoparmelia;TX2009083118134062;LI;spijkerdrager;TI2025042200004473;nl;Protoparmelia
Protoparmelia badia (Hoffm.) Hafellner;INBSYS0000057739;LI;steenspijkerdrager;TI2025042200004491;nl;Protoparmelia badia
Protoparmelia hypotremella van Herk, Spier & V. Wirth;INBSYS0000056884;LI;grijze spijkerdrager;TI2025042200003951;nl;Protoparmelia hypotremella
Protoparmelia oleagina (Harm.) Coppins;TX2009083118133962;LI;bruine spijkerdrager;TI2025042200003674;nl;Protoparmelia oleagina
Protoparmeliopsis muralis (Schreb.) M. Choisy;INBSYS0000058766;LI;muurschotelkorst;TI2025042200004285;nl;Protoparmeliopsis muralis
Protoparmeliopsis muralis (Schreb.) M. Choisy;INBSYS0000058766;LI;Lecanora muralis (Schreber) Rabenh.;TX2009083118074312;Sci;Protoparmeliopsis muralis
Prunella;INBSYS0000015744;VP;brunel (g);TX2009083120551128;nl;Prunella
Prunella grandiflora (L.) Scholler;INBSYS0000016706;VP;grote brunel;TX2009083120550912;nl;Prunella grandiflora
Prunella laciniata (L.) L.;INBSYS0000014597;VP;witte brunel;TX2009083120551028;nl;Prunella laciniata
Prunella laciniata (L.) L.;INBSYS0000014597;VP;Prunella alba Pallas ex Bieb.;INBSYS0000008895;Sci;Prunella laciniata
Prunella vulgaris L.;INBSYS0000014596;VP;gewone brunel;TX2009083120551243;nl;Prunella vulgaris
Prunus;INBSYS0000014918;VP;prunus (g);TX2009083120552553;nl;Prunus
Prunus ×fruticans Weihe;TI2025042200003230;VP;Prunus ×fruticans Weihe;TI2025042200003230;Sci;Prunus x fruticans
Prunus armeniaca L.;INBSYS0000015238;VP;abrikoos;TX2009083120551343;nl;Prunus armeniaca
Prunus avium (L.) L.;INBSYS0000014230;VP;zoete kers;TX2009083120551459;nl;Prunus avium
Prunus avium (L.) L.;INBSYS0000014230;VP;Cerasus avium (L.) Moench;INBSYS0000008894;Sci;Prunus avium
Prunus cerasifera Ehrh.;INBSYS0000014229;VP;Prunus myrobalana (L.) Loisel.;INBSYS0000008892;Sci;Prunus cerasifera
Prunus cerasifera Ehrh.;INBSYS0000014229;VP;kerspruim;TX2009083120551675;nl;Prunus cerasifera
Prunus cerasus L.;INBSYS0000014231;VP;zure kers;TX2009083120551559;nl;Prunus cerasus
Prunus cerasus L.;INBSYS0000014231;VP;Cerasus vulgaris Mill.;INBSYS0000008893;Sci;Prunus cerasus
Prunus domestica L.;INBSYS0000014227;VP;pruim s.l.;TX2009083120551890;nl;Prunus domestica
Prunus domestica L. subsp. domestica;TX2009083117211668;VP;pruim;TX2009083120551775;nl;Prunus domestica subsp. domestica
Prunus domestica L. subsp. insititia (L.) Bonnier et Layens;TX2009083117211868;VP;kroosjes;TX2009083120551990;nl;Prunus domestica subsp. insititia
Prunus domestica L. subsp. insititia (L.) Bonnier et Layens;TX2009083117211868;VP;Prunus insititia L.;INBSYS0000016185;Sci;Prunus domestica subsp. insititia
Prunus laurocerasus L.;INBSYS0000014233;VP;laurierkers;TX2009083120552006;nl;Prunus laurocerasus
Prunus lusitanica L.;INBSYS0000014234;VP;Prunus lusitanica L.;INBSYS0000014234;Sci;Prunus lusitanica
Prunus mahaleb L.;INBSYS0000015135;VP;Cerasus mahaleb (L.) Mill.;INBSYS0000008890;Sci;Prunus mahaleb
Prunus mahaleb L.;INBSYS0000015135;VP;weichselboom;TX2009083120552121;nl;Prunus mahaleb
Prunus padus L.;INBSYS0000014232;VP;vogelkers;TX2009083120552221;nl;Prunus padus
Prunus padus L.;INBSYS0000014232;VP;Cerasus padus (L.) Delarbre;INBSYS0000008888;Sci;Prunus padus
Prunus padus L.;INBSYS0000014232;VP;Prunus racemosa Lam.;INBSYS0000008889;Sci;Prunus padus
Prunus persica (L.) Batsch;INBSYS0000015178;VP;Persica vulgaris Mill.;INBSYS0000017349;Sci;Prunus persica
Prunus persica (L.) Batsch;INBSYS0000015178;VP;Amygdalus persica L.;INBSYS0000017262;Sci;Prunus persica
Prunus persica (L.) Batsch;INBSYS0000015178;VP;perzik;TX2009083120552337;nl;Prunus persica
Prunus serotina Ehrh.;INBSYS0000014972;VP;amerikaanse vogelkers;TX2009083120552437;nl;Prunus serotina
Prunus serrulata Lindl.;INBSYS0000017112;VP;Prunus serrulata Lindl.;INBSYS0000017112;Sci;Prunus serrulata
Prunus spinosa L.;INBSYS0000014226;VP;sleedoorn;TX2009083120552653;nl;Prunus spinosa
Prunus virginiana L.;INBSYS0000008887;VP;Prunus virginiana L.;INBSYS0000008887;Sci;Prunus virginiana
Psammina;TX2009083118134262;LI;Psammina;TX2009083118134262;Sci;Psammina
Psammina simplex Earland-Bennett & D. Hawksw.;TX2009083118134162;LI;Psammina simplex Earland-Bennett & D. Hawksw.;TX2009083118134162;Sci;Psammina simplex
Psammina stipitata D. Hawksw.;TX2009083118134362;LI;Psammina stipitata D. Hawksw.;TX2009083118134362;Sci;Psammina stipitata
Pseudanomodon attenuatus (Hedw.) Ignatov & Fedosov;TI2025042200003231;BR;Anomodon attenuatus (Hedw.) Huebener;INBSYS0000001266;Sci;Pseudanomodon attenuatus
Pseudanomodon attenuatus (Hedw.) Ignatov & Fedosov;TI2025042200003231;BR;klein touwtjesmos;TX2009083120194015;nl;Pseudanomodon attenuatus
Pseudarrhenattherum;INBSYS0000008885;VP;Pseudarrhenattherum;INBSYS0000008885;Sci;Pseudarrhenattherum
Pseudarrhenattherum longifolium (Thore) Rouy;INBSYS0000008886;VP;Pseudarrhenattherum longifolium (Thore) Rouy;INBSYS0000008886;Sci;Pseudarrhenattherum longifolium
Pseudephemerum;INBSYS0000001986;BR;Pseudephemerum;INBSYS0000001986;Sci;Pseudephemerum
Pseudephemerum nitidum (Hedw.) Loeske;INBSYS0000001297;BR;vals kortsteeltje;TX2009083119065771;nl;Pseudephemerum nitidum
Pseudevernia;TX2009083118134778;LI;Pseudevernia;TX2009083118134778;Sci;Pseudevernia
Pseudevernia furfuracea (L.) Zopf;INBSYS0000057862;LI;purper geweimos;TI2025042200004356;nl;Pseudevernia furfuracea
Pseudobryum;INBSYS0000001987;BR;zwartsteelsterrenmos (g);TX2009083119070750;nl;Pseudobryum
Pseudobryum cinclidioides (Huebener) T.J.Kop.;INBSYS0000001384;BR;zwartsteelsterrenmos;TX2009083119070650;nl;Pseudobryum cinclidioides
Pseudocalliergon;INBSYS0000001988;BR;wolfsklauwmos (g);TX2009083119070087;nl;Pseudocalliergon
Pseudocampylium radicale (P.Beauv.) Vanderp. & Hedenäs;TI2025042200003232;BR;moeraspluisdraadmos;TX2009083120192375;nl;Pseudocampylium radicale
Pseudocampylium radicale (P.Beauv.) Vanderp. & Hedenäs;TI2025042200003232;BR;Amblystegium radicale (P.Beauv.) Schimp.;INBSYS0000001467;Sci;Pseudocampylium radicale
Pseudocampylium radicale (P.Beauv.) Vanderp. & Hedenäs;TI2025042200003232;BR;Amblystegium saxatile Schimp.;INBSYS0000023282;Sci;Pseudocampylium radicale
Pseudocrossidium;INBSYS0000001989;BR;Pseudocrossidium;INBSYS0000001989;Sci;Pseudocrossidium
Pseudocrossidium hornschuchianum (Schultz) R.H.Zander;INBSYS0000001507;BR;Barbula hornschuchiana K.F.Schultz;INBSYS0000023151;Sci;Pseudocrossidium hornschuchianum
Pseudocrossidium hornschuchianum (Schultz) R.H.Zander;INBSYS0000001507;BR;spits smaragdsteeltje;TX2009083119070103;nl;Pseudocrossidium hornschuchianum
Pseudocrossidium revolutum (Brid.) R.H.Zander;INBSYS0000001118;BR;opgerold smaragdsteeltje;TX2009083119070203;nl;Pseudocrossidium revolutum
Pseudocrossidium revolutum (Brid.) R.H.Zander;INBSYS0000001118;BR;Barbula revoluta Brid.;INBSYS0000023152;Sci;Pseudocrossidium revolutum
Pseudofumaria;INBSYS0000015745;VP;Pseudofumaria;INBSYS0000015745;Sci;Pseudofumaria
Pseudofumaria alba (Mill.) Lidén;INBSYS0000017113;VP;Corydalis ochroleuca auct. non Koch;INBSYS0000010024;Sci;Pseudofumaria alba
Pseudofumaria alba (Mill.) Lidén;INBSYS0000017113;VP;geelwitte helmbloem;TX2009083120360356;nl;Pseudofumaria alba
Pseudofumaria lutea (L.) Borkh.;INBSYS0000013867;VP;gele helmbloem;TX2009083120552884;nl;Pseudofumaria lutea
Pseudofumaria lutea (L.) Borkh.;INBSYS0000013867;VP;Corydalis lutea (L.) DC.;INBSYS0000016022;Sci;Pseudofumaria lutea
Pseudohygrohypnum eugyrium (Schimp.) Kanda;TI2025042200003233;BR;Hygrohypnum eugyrium (Schimp.) Broth.;INBSYS0000001483;Sci;Pseudohygrohypnum eugyrium
Pseudohygrohypnum eugyrium (Schimp.) Kanda;TI2025042200003233;BR;plat spatwatermos;TX2009083120260328;nl;Pseudohygrohypnum eugyrium
Pseudoleskeella;INBSYS0000001990;BR;koordjesmos (g);TX2009083119071081;nl;Pseudoleskeella
Pseudoleskeella catenulata (Brid. ex Schrad.) Kindb.;INBSYS0000001089;BR;breed koordjesmos;TX2009083119070865;nl;Pseudoleskeella catenulata
Pseudoleskeella nervosa (Brid.) Nyholm;INBSYS0000001113;BR;smal koordjesmos;TX2009083119070965;nl;Pseudoleskeella nervosa
Pseudorchis;INBSYS0000015746;VP;Gymnadenia albida (L.) L.C.M. Rich.;INBSYS0000008881;Sci;Pseudorchis
Pseudorchis;INBSYS0000015746;VP;Leucorchis albida (L.) E. Mey.;INBSYS0000017016;Sci;Pseudorchis
Pseudorchis albida (L.) Á. et D. Löve;INBSYS0000008882;VP;witte muggenorchis;TX2009083120552984;nl;Pseudorchis albida
Pseudorobillarda;TX2009083118134578;LI;Pseudorobillarda;TX2009083118134578;Sci;Pseudorobillarda
Pseudorobillarda peltigerae Diederich;INBSYS0000056887;LI;Pseudorobillarda peltigerae Diederich;INBSYS0000056887;Sci;Pseudorobillarda peltigerae
Pseudosagedia aenea (Körb.) Hafellner & Kalb;TI2025042200003234;LI;Porina aenea (Wallr.) Zahlbr.;INBSYS0000058155;Sci;Pseudosagedia aenea
Pseudosagedia aenea (Körb.) Hafellner & Kalb;TI2025042200003234;LI;schors-olievlekje;TI2025042200004439;nl;Pseudosagedia aenea
Pseudosagedia chlorotica (Ach.) Hafellner & Kalb;TI2025042200003235;LI;steen-olievlekje;TI2025042200004487;nl;Pseudosagedia chlorotica
Pseudosagedia chlorotica (Ach.) Hafellner & Kalb;TI2025042200003235;LI;Porina chlorotica (Ach.) Müll. Arg.;INBSYS0000058089;Sci;Pseudosagedia chlorotica
Pseudosasa;INBSYS0000015747;VP;Pseudosasa;INBSYS0000015747;Sci;Pseudosasa
Pseudosasa japonica Makino;TI2025042200003236;VP;Sasa japonica Siebold et Zucc. ex Steud.;INBSYS0000008883;Sci;Pseudosasa japonica
Pseudosasa japonica Makino;TI2025042200003236;VP;japanse bamboe;TX2009083120552768;nl;Pseudosasa japonica
Pseudoschismatomma rufescens (Pers.) Ertz & Tehler;TI2025042200003237;LI;verzonken schriftmos;TI2025042200004592;nl;Pseudoschismatomma rufescens
Pseudoschismatomma rufescens (Pers.) Ertz & Tehler;TI2025042200003237;LI;Opegrapha rufescens Pers.;INBSYS0000057931;Sci;Pseudoschismatomma rufescens
Pseudoscleropodium purum (Hedw.) M.Fleisch.;INBSYS0000001303;BR;Scleropodium purum (Hedw.) Limpr.;INBSYS0000002313;Sci;Pseudoscleropodium purum
Pseudoscleropodium purum (Hedw.) M.Fleisch.;INBSYS0000001303;BR;groot laddermos;TX2009083119085803;nl;Pseudoscleropodium purum
Pseudotaxiphyllum;INBSYS0000001991;BR;Pseudotaxiphyllum;INBSYS0000001991;Sci;Pseudotaxiphyllum
Pseudotaxiphyllum elegans (Brid.) Z.Iwats.;INBSYS0000001129;BR;Isopterygium elegans (Brid.) Lindb.;INBSYS0000023295;Sci;Pseudotaxiphyllum elegans
Pseudotaxiphyllum elegans (Brid.) Z.Iwats.;INBSYS0000001129;BR;gewoon pronkmos;TX2009083119070534;nl;Pseudotaxiphyllum elegans
Pseudotsuga;INBSYS0000015748;VP;Pseudotsuga;INBSYS0000015748;Sci;Pseudotsuga
Pseudotsuga menziesii (Mirb.) Franco;INBSYS0000017114;VP;Pseudotsuga taxifolia Britton;INBSYS0000016186;Sci;Pseudotsuga menziesii
Pseudotsuga menziesii (Mirb.) Franco;INBSYS0000017114;VP;Pseudotsuga douglasii (Lindl.) Carr.;INBSYS0000008880;Sci;Pseudotsuga menziesii
Pseudotsuga menziesii (Mirb.) Franco;INBSYS0000017114;VP;douglasspar;TX2009083120553000;nl;Pseudotsuga menziesii
Psilolechia;TX2009083118135178;LI;wortelkorst;TI2025042200004648;nl;Psilolechia
Psilolechia clavulifera (Nyl.) Coppins;INBSYS0000057863;LI;grijze wortelkorst;TI2025042200003953;nl;Psilolechia clavulifera
Psilolechia leprosa Coppins & Purvis;INBSYS0000058068;LI;kopermos;TI2025042200004164;nl;Psilolechia leprosa
Psilolechia lucida (Ach.) M. Choisy;INBSYS0000058771;LI;uv-mos;TI2025042200004560;nl;Psilolechia lucida
Psora;TX2009083118135393;LI;Psora;TX2009083118135393;Sci;Psora
Psora decipiens (Hedw.) Hoffm.;INBSYS0000057864;LI;witgerand grondschubje;TI2025042200004631;nl;Psora decipiens
Psoralea americana L.;INBSYS0000014990;VP;Psoralea dentata DC.;INBSYS0000008879;Sci;Psoralea americana
Psoroglaena stigonemoides (Orange) Henssen;INBSYS0000057474;LI;charamos;TI2025042200003684;nl;Psoroglaena stigonemoides
Psoroglaena stigonemoides (Orange) Henssen;INBSYS0000057474;LI;Macentina stigonemoides Orange;INBSYS0000058578;Sci;Psoroglaena stigonemoides
Psorotichia;TX2009083118135593;LI;Psorotichia;TX2009083118135593;Sci;Psorotichia
Psorotichia schaereri (A. Massal.) Arnold;INBSYS0000057867;LI;gewone kalkkorst;TI2025042200003885;nl;Psorotichia schaereri
Ptelea;INBSYS0000008878;VP;Ptelea;INBSYS0000008878;Sci;Ptelea
Ptelea trifoliata L.;INBSYS0000008877;VP;hopboom;TX2009083120553100;nl;Ptelea trifoliata
Pteridium;INBSYS0000015749;VP;adelaarsvaren (g);TX2009083120553315;nl;Pteridium
Pteridium aquilinum (L.) Kuhn;INBSYS0000013522;VP;adelaarsvaren;TX2009083120553215;nl;Pteridium aquilinum
Pteridium aquilinum (L.) Kuhn;INBSYS0000013522;VP;Pteris aquilina L.;INBSYS0000016187;Sci;Pteridium aquilinum
Pterigynandrum;INBSYS0000001993;BR;stekeltjesmos (g);TX2009083119071412;nl;Pterigynandrum
Pterigynandrum filiforme Hedw.;INBSYS0000001676;BR;stekeltjesmos;TX2009083119071396;nl;Pterigynandrum filiforme
Pteris;INBSYS0000015750;VP;Pteris;INBSYS0000015750;Sci;Pteris
Pteris cretica L.;INBSYS0000015011;VP;lintvaren;TI2025042200004228;nl;Pteris cretica
Pteris multifida Poiret;INBSYS0000008876;VP;Pteris multifida Poiret;INBSYS0000008876;Sci;Pteris multifida
Pterocarya;INBSYS0000022656;VP;Pterocarya;INBSYS0000022656;Sci;Pterocarya
Pterocarya fraxinifolia (Poir.) Spach;INBSYS0000017115;VP;gewone vleugelnoot;TI2025042200003892;nl;Pterocarya fraxinifolia
Pterogonium;TI2025042200003238;BR;vogelpootmos (g);TX2009083119071296;nl;Pterogonium
Pterostyrax;TI2025042200003239;VP;Pterostyrax;TI2025042200003239;Sci;Pterostyrax
Pterostyrax hispidus Siebold & Zucc.;TI2025042200003240;VP;Pterostyrax hispidus Siebold & Zucc.;TI2025042200003240;Sci;Pterostyrax hispidus
Pterygoneurum;INBSYS0000001994;BR;plaatsjesmos (g);TX2009083119071728;nl;Pterygoneurum
Pterygoneurum lamellatum (Lindb.) Jur.;INBSYS0000001426;BR;langstelig plaatjesmos;TX2009083119071512;nl;Pterygoneurum lamellatum
Pterygoneurum ovatum (Hedw.) Dixon;INBSYS0000001249;BR;kortstelig plaatjesmos;TX2009083119071628;nl;Pterygoneurum ovatum
Ptilidium;TX2009083117540793;BR;franjemos (g);TX2009083119072059;nl;Ptilidium
Ptilidium ciliare (L.) Hampe;INBSYS0000001407;BR;heidefranjemos;TX2009083119071843;nl;Ptilidium ciliare
Ptilidium pulcherrimum (Weber) Vainio;INBSYS0000001554;BR;boomfranjemos;TX2009083119071943;nl;Ptilidium pulcherrimum
Ptilium;INBSYS0000001995;BR;struisveermos (g);TX2009083119072275;nl;Ptilium
Ptilium crista-castrensis (Hedw.) De Not.;INBSYS0000001245;BR;struisveermos;TX2009083119072159;nl;Ptilium crista-castrensis
Ptychomitrium;INBSYS0000001997;BR;plooimuts (g);TX2009083119072490;nl;Ptychomitrium
Ptychomitrium polyphyllum (Dicks.) Bruch & Schimp.;TI2025042200003241;BR;plooimuts;TX2009083119072390;nl;Ptychomitrium polyphyllum
Ptychostomum funkii (Schwägr.) J.R.Spence;TI2025042200003242;BR;knopknikmos;TX2009083120205787;nl;Ptychostomum funkii
Ptychostomum funkii (Schwägr.) J.R.Spence;TI2025042200003242;BR;Bryum funckii Schwägr.;INBSYS0000001788;Sci;Ptychostomum funkii
Ptychostomum touwii Bijlsma, Kruijer & M.Stech;TI2025042200003243;BR;Ptychostomum touwii Bijlsma, Kruijer & M.Stech;TI2025042200003243;Sci;Ptychostomum touwii
Ptychotis saxifraga (L.) Loret et Barr.;INBSYS0000008875;VP;steenbreekscherm;TX2009083120553431;nl;Ptychotis saxifraga
Puccinellia;INBSYS0000015752;VP;kweldergras (g);TX2009083120554193;nl;Puccinellia
Puccinellia capillaris (Liljebl.) Jansen;INBSYS0000008872;VP;bleek kweldergras;TX2009083120553531;nl;Puccinellia capillaris
Puccinellia capillaris (Liljebl.) Jansen;INBSYS0000008872;VP;Puccinellia distans (Jacq.) Parl. subsp. borealis (Holmberg) W.E. Hughes;TI2025042200004841;Sci;Puccinellia capillaris
Puccinellia capillaris (Liljebl.) Jansen;INBSYS0000008872;VP;Puccinellia retroflexa auct. non (Curt.) Holmberg ex Lindm.;INBSYS0000008873;Sci;Puccinellia capillaris
Puccinellia distans (Jacq.) Parl.;TI2025042200003244;VP;Atropis distans (L.) Griseb.;INBSYS0000008871;Sci;Puccinellia distans
Puccinellia distans (Jacq.) Parl.;TI2025042200003244;VP;Glyceria distans (L.) Wahlenb.;INBSYS0000016078;Sci;Puccinellia distans
Puccinellia distans (Jacq.) Parl.;TI2025042200003244;VP;stomp kweldergras;TX2009083120553646;nl;Puccinellia distans
Puccinellia distans groep;INBSYS0000008869;VP;stomp kweldergras s.l.;TX2009083120553746;nl;Puccinellia distans groep
Puccinellia fasciculata (Torr.) E.P. Bicknell;INBSYS0000017116;VP;blauw kweldergras;TX2009083120553862;nl;Puccinellia fasciculata
Puccinellia fasciculata (Torr.) E.P. Bicknell;INBSYS0000017116;VP;Glyceria borreri (Bab.) Bab.;INBSYS0000016077;Sci;Puccinellia fasciculata
Puccinellia maritima (Huds.) Parl.;INBSYS0000017117;VP;Atropis maritima (Huds.) Griseb.;INBSYS0000008867;Sci;Puccinellia maritima
Puccinellia maritima (Huds.) Parl.;INBSYS0000017117;VP;Glyceria maritima (Huds.) Wahlenb.;INBSYS0000008868;Sci;Puccinellia maritima
Puccinellia maritima (Huds.) Parl.;INBSYS0000017117;VP;gewoon kweldergras;TX2009083120553978;nl;Puccinellia maritima
Puccinellia rupestris (With.) Fernald et Weath.;INBSYS0000008865;VP;dichtbloemig kweldergras;TX2009083120554078;nl;Puccinellia rupestris
Puccinellia rupestris (With.) Fernald et Weath.;INBSYS0000008865;VP;Glyceria procumbens (Curt.) Smith;INBSYS0000008866;Sci;Puccinellia rupestris
Pulicaria;INBSYS0000015753;VP;vlooienkruid (g);TX2009083120554309;nl;Pulicaria
Pulicaria arabica (L.) Cass.;INBSYS0000016631;VP;Pulicaria arabica (L.) Cass.;INBSYS0000016631;Sci;Pulicaria arabica
Pulicaria arabica (L.) Cass. subsp. hispanica (Boiss.) Murb.;TI2025042200003245;VP;Pulicaria arabica (L.) Cass. subsp. hispanica (Boiss.) Murb.;TI2025042200003245;Sci;Pulicaria arabica subsp. hispanica
Pulicaria dysenterica (L.) Bernh.;INBSYS0000014716;VP;heelblaadjes;TX2009083120554293;nl;Pulicaria dysenterica
Pulicaria vulgaris Gaertn.;INBSYS0000017118;VP;klein vlooienkruid;TX2009083120554409;nl;Pulicaria vulgaris
Pulmonaria;INBSYS0000015754;VP;longkruid (g);TX2009083120555056;nl;Pulmonaria
Pulmonaria longifolia (Bast.) Boreau;INBSYS0000014491;VP;langbladig longkruid;TX2009083120554525;nl;Pulmonaria longifolia
Pulmonaria longifolia (Bast.) Boreau;INBSYS0000014491;VP;Pulmonaria vulgaris Mérat p.p.;INBSYS0000008864;Sci;Pulmonaria longifolia
Pulmonaria mollis Wulfen ex Hornem.;INBSYS0000008863;VP;zacht longkruid;TX2009083120554625;nl;Pulmonaria mollis
Pulmonaria mollis Wulfen ex Hornem.;INBSYS0000008863;VP;Pulmonaria montana Lej. subsp. mollis (Wulfen) Gams;TX2009083118393681;Sci;Pulmonaria mollis
Pulmonaria montana Lej.;INBSYS0000016632;VP;smal longkruid;TX2009083120554740;nl;Pulmonaria montana
Pulmonaria obscura Dum.;INBSYS0000008860;VP;ongevlekt longkruid;TX2009083120554840;nl;Pulmonaria obscura
Pulmonaria obscura Dum.;INBSYS0000008860;VP;Pulmonaria officinalis L. subsp. obscura (Dum.) Murb.;TX2009083118393781;Sci;Pulmonaria obscura
Pulmonaria officinalis L.;INBSYS0000014492;VP;Pulmonaria officinalis L. subsp. maculosa (Hayne) Gams;TX2009083118393881;Sci;Pulmonaria officinalis
Pulmonaria officinalis L.;INBSYS0000014492;VP;gevlekt longkruid;TX2009083120554956;nl;Pulmonaria officinalis
Pulmonaria saccharata Mill.;INBSYS0000019996;VP;italiaans longkruid;TX2013080712044224;nl;Pulmonaria saccharata
Pulvigera lyellii (Hook. & Taylor) Plášek, Sawicki & Ochyra;TI2025042200003246;BR;broedhaarmuts;TX2009083119050271;nl;Pulvigera lyellii
Pulvigera lyellii (Hook. & Taylor) Plášek, Sawicki & Ochyra;TI2025042200003246;BR;Orthotrichum lyellii Hook. & Taylor;INBSYS0000001694;Sci;Pulvigera lyellii
Punctelia;TX2009083118135793;LI;stippelschildmos;TI2025042200004506;nl;Punctelia
Punctelia borreri (Turner) Krog;TI2025042200003247;LI;witstippelschildmos;TI2025042200004638;nl;Punctelia borreri
Punctelia jeckeri (Roum.) Kalb;INBSYS0000058953;LI;rijpschildmos;TI2025042200004379;nl;Punctelia jeckeri
Punctelia jeckeri (Roum.) Kalb;INBSYS0000058953;LI;Punctelia ulophylla (Ach.) van Herk & Aptroot;INBSYS0000056903;Sci;Punctelia jeckeri
